Code,Name,County,PreK Region,Total Served by All Programs (unduplicated) 3s & 4s,Total Full Day Seats (unduplicated) 3s & 4s,Total Half Day Seats (unduplicated)  3s & 4s,Total UPK              (Half and Full Day),Half-Day UPK 3-Yr.-Olds,Half-Day UPK 4-Yr.-Olds,Total Half-Day UPK,Full-Day UPK 3-Yr.-Olds,Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,Total Conversions (other grants),Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,New Full-Day Seats,Total Seats Served by Federal SUFDPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,Total TPK              (Half and Full Day),Half-Day TPK 3-Yr.-Olds,Half-Day TPK 4-Yr.-Olds,Total Half-Day TPK,Full-Day TPK 3-Yr.-Olds,Full-Day TPK 4-Yr.-Olds,Total Full-Day TPK,Students Served in Half Day Slots,Students Served in Full Day Slots,2021-22 PROXY FOR UNSERVED FOUR-YEAR-OLDS,Percentage Served         2021-22
061601,PANAMA        ,CHAUTAUQUA,Western New York,14 ,0 ,14 ,14 ,0 ,14 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,17,82%
061700,JAMESTOWN     ,CHAUTAUQUA,Western New York,419 ,337 ,82 ,419 ,37 ,45 ,82 ,92 ,245 ,337 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45 ,245 ,261,100%
062201,FREDONIA      ,CHAUTAUQUA,Western New York,69 ,67 ,2 ,69 ,0 ,2 ,2 ,0 ,67 ,67 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,67 ,67,100%
062301,BROCTON       ,CHAUTAUQUA,Western New York,32 ,32 ,0 ,32 ,0 ,0 ,0 ,14 ,18 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,25,72%
062401,RIPLEY        ,CHAUTAUQUA,Western New York,34 ,34 ,0 ,34 ,0 ,0 ,0 ,19 ,15 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,10,100%
062601,SHERMAN       ,CHAUTAUQUA,Western New York,27 ,27 ,0 ,27 ,0 ,0 ,0 ,0 ,27 ,27 ,23 ,0 ,0 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,27 ,26,100%
062901,WESTFIELD     ,CHAUTAUQUA,Western New York,34 ,34 ,0 ,34 ,0 ,0 ,0 ,10 ,24 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24 ,29,83%
070600,ELMIRA        ,CHEMUNG,Southern Tier,311 ,300 ,11 ,311 ,0 ,11 ,11 ,2 ,298 ,300 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,298 ,307,100%
070901,HORSEHEADS    ,CHEMUNG,Southern Tier,174 ,174 ,0 ,174 ,0 ,0 ,0 ,0 ,174 ,174 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,174 ,229,76%
070902,ELMIRA HEIGHTS,CHEMUNG,Southern Tier,38 ,38 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,55,69%
080101,AFTON         ,CHENANGO,Southern Tier,21 ,21 ,0 ,9 ,0 ,0 ,0 ,0 ,9 ,9 ,0 ,12 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21 ,30,70%
080201,BAINBRIDGE GUI,CHENANGO,Southern Tier,32 ,32 ,0 ,32 ,0 ,0 ,0 ,0 ,32 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,34,94%
080601,GREENE        ,CHENANGO,Southern Tier,52 ,52 ,0 ,14 ,0 ,0 ,0 ,0 ,14 ,14 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,52 ,63,83%
081003,UNADILLA      ,CHENANGO,Southern Tier,45 ,45 ,0 ,45 ,0 ,0 ,0 ,0 ,45 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45 ,45,100%
081200,NORWICH       ,CHENANGO,Southern Tier,75 ,74 ,1 ,75 ,0 ,1 ,1 ,0 ,74 ,74 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,74 ,102,74%
081401,GRGETWN-SO OTS,CHENANGO,Southern Tier,13 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,14,93%
081501,OXFORD        ,CHENANGO,Southern Tier,30 ,30 ,0 ,30 ,0 ,0 ,0 ,0 ,30 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,54,56%
082001,SHERBURNE EARL,CHENANGO,Southern Tier,66 ,66 ,0 ,66 ,0 ,0 ,0 ,0 ,66 ,66 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,66 ,71,93%
090201,AUSABLE VALLEY,CLINTON,North Country,62 ,62 ,0 ,62 ,0 ,0 ,0 ,0 ,62 ,62 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,62 ,68,91%
090301,BEEKMANTOWN   ,CLINTON,North Country,114 ,114 ,0 ,114 ,0 ,0 ,0 ,38 ,76 ,114 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,76 ,96,79%
090501,NORTHEASTERN  ,CLINTON,North Country,39 ,0 ,39 ,39 ,0 ,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,61,64%
090601,CHAZY         ,CLINTON,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37,0%
090901,NORTHRN ADIRON,CLINTON,North Country,20 ,20 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,42,48%
091101,PERU          ,CLINTON,North Country,83 ,83 ,0 ,83 ,0 ,0 ,0 ,0 ,83 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,119,70%
091200,PLATTSBURGH   ,CLINTON,North Country,42 ,42 ,0 ,42 ,0 ,0 ,0 ,0 ,42 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42 ,90,47%
091402,SARANAC       ,CLINTON,North Country,52 ,52 ,0 ,52 ,0 ,0 ,0 ,0 ,52 ,52 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,52 ,78,67%
100501,COPAKE-TACONIC,COLUMBIA,Capital District,48 ,48 ,0 ,48 ,0 ,0 ,0 ,0 ,48 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,48 ,70,69%
100902,GERMANTOWN    ,COLUMBIA,Capital District,26 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,28,93%
101001,CHATHAM       ,COLUMBIA,Capital District,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39,0%
101300,HUDSON        ,COLUMBIA,Capital District,47 ,47 ,0 ,24 ,0 ,0 ,0 ,0 ,24 ,24 ,0 ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,15 ,15 ,0 ,47 ,78,60%
101401,KINDERHOOK    ,COLUMBIA,Capital District,53 ,0 ,53 ,25 ,0 ,25 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,28 ,28 ,0 ,0 ,0 ,53 ,0 ,91,58%
101601,NEW LEBANON   ,COLUMBIA,Capital District,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,25,72%
110101,CINCINNATUS   ,CORTLAND,Central New York,33 ,33 ,0 ,33 ,0 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,31,100%
110200,CORTLAND      ,CORTLAND,Central New York,105 ,0 ,105 ,105 ,0 ,105 ,105 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,105 ,0 ,116,91%
110304,MCGRAW        ,CORTLAND,Central New York,36 ,36 ,0 ,36 ,0 ,0 ,0 ,10 ,26 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,25,100%
110701,HOMER         ,CORTLAND,Central New York,63 ,63 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,25 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,63 ,106,59%
110901,MARATHON      ,CORTLAND,Central New York,36 ,36 ,0 ,36 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,51,71%
120102,ANDES         ,DELAWARE,Southern Tier,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,0%
120301,DOWNSVILLE    ,DELAWARE,Southern Tier,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0%
120401,CHARLOTTE VALL,DELAWARE,Southern Tier,18 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,25,72%
120501,DELHI         ,DELAWARE,Southern Tier,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,37,49%
120701,FRANKLIN      ,DELAWARE,Southern Tier,19 ,19 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,15,100%
120906,HANCOCK       ,DELAWARE,Southern Tier,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20,0%
121401,MARGARETVILLE ,DELAWARE,Southern Tier,14 ,14 ,0 ,14 ,0 ,0 ,0 ,0 ,14 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,12,100%
121502,ROXBURY       ,DELAWARE,Southern Tier,17 ,17 ,0 ,17 ,0 ,0 ,0 ,0 ,17 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17 ,12,100%
121601,SIDNEY        ,DELAWARE,Southern Tier,44 ,42 ,2 ,44 ,0 ,2 ,2 ,0 ,42 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,42 ,48,92%
121701,STAMFORD      ,DELAWARE,Southern Tier,11 ,0 ,11 ,11 ,0 ,11 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,27,41%
121702,S. KORTRIGHT  ,DELAWARE,Southern Tier,16 ,16 ,0 ,16 ,0 ,0 ,0 ,0 ,16 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,19,84%
121901,WALTON        ,DELAWARE,Southern Tier,34 ,34 ,0 ,34 ,0 ,0 ,0 ,0 ,34 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,34 ,39,87%
130200,BEACON        ,DUTCHESS,Hudson Valley,107 ,107 ,0 ,107 ,0 ,0 ,0 ,1 ,106 ,107 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,106 ,168,63%
130502,DOVER         ,DUTCHESS,Hudson Valley,38 ,38 ,0 ,15 ,0 ,0 ,0 ,0 ,15 ,15 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,61,62%
130801,HYDE PARK     ,DUTCHESS,Hudson Valley,159 ,159 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,159 ,0 ,159 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,159 ,166,96%
131101,NORTHEAST     ,DUTCHESS,Hudson Valley,38 ,38 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,42,90%
131201,PAWLING       ,DUTCHESS,Hudson Valley,37 ,37 ,0 ,13 ,0 ,0 ,0 ,0 ,13 ,13 ,0 ,24 ,24 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,56,66%
131301,PINE PLAINS   ,DUTCHESS,Hudson Valley,45 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,45 ,41,100%
131500,POUGHKEEPSIE  ,DUTCHESS,Hudson Valley,163 ,163 ,0 ,70 ,0 ,0 ,0 ,2 ,68 ,70 ,0 ,93 ,93 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,161 ,249,65%
131601,ARLINGTON     ,DUTCHESS,Hudson Valley,163 ,163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,163 ,163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,163 ,475,34%
131602,SPACKENKILL   ,DUTCHESS,Hudson Valley,33 ,33 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,3 ,0 ,30 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,93,35%
131701,RED HOOK      ,DUTCHESS,Hudson Valley,30 ,30 ,0 ,7 ,0 ,0 ,0 ,0 ,7 ,7 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,74,41%
131801,RHINEBECK     ,DUTCHESS,Hudson Valley,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,49,0%
132101,WAPPINGERS    ,DUTCHESS,Hudson Valley,272 ,272 ,0 ,45 ,0 ,0 ,0 ,0 ,45 ,45 ,0 ,227 ,227 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,272 ,623,44%
132201,MILLBROOK     ,DUTCHESS,Hudson Valley,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,50,78%
140101,ALDEN         ,ERIE,Western New York,67 ,67 ,0 ,27 ,0 ,0 ,0 ,0 ,27 ,27 ,0 ,40 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,67 ,86,78%
140201,AMHERST       ,ERIE,Western New York,148 ,74 ,74 ,148 ,0 ,74 ,74 ,0 ,74 ,74 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,74 ,74 ,247,60%
140203,WILLIAMSVILLE ,ERIE,Western New York,310 ,310 ,0 ,101 ,0 ,0 ,0 ,0 ,101 ,101 ,0 ,209 ,209 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,310 ,648,48%
140207,SWEET HOME    ,ERIE,Western New York,165 ,165 ,0 ,165 ,0 ,0 ,0 ,0 ,165 ,165 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,165 ,238,69%
140301,EAST AURORA   ,ERIE,Western New York,73 ,73 ,0 ,27 ,0 ,0 ,0 ,0 ,27 ,27 ,0 ,46 ,46 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,73 ,123,59%
140600,BUFFALO       ,ERIE,Western New York,"2,221 ","2,182 ",39 ,"1,681 ",0 ,39 ,39 ,3 ,"1,639 ","1,642 ",0 ,0 ,0 ,262 ,0 ,262 ,0 ,0 ,278 ,0 ,278 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,"1,901 ",2686,72%
140701,CHEEKTOWAGA   ,ERIE,Western New York,149 ,149 ,0 ,121 ,0 ,0 ,0 ,21 ,100 ,121 ,74 ,0 ,0 ,28 ,74 ,102 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,128 ,156,82%
140702,MARYVALE      ,ERIE,Western New York,111 ,0 ,111 ,111 ,0 ,111 ,111 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,111 ,0 ,130,85%
140703,CLEVELAND HILL,ERIE,Western New York,58 ,28 ,30 ,33 ,0 ,30 ,30 ,0 ,3 ,3 ,0 ,25 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,28 ,78,74%
140707,DEPEW         ,ERIE,Western New York,58 ,0 ,58 ,58 ,0 ,58 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,102,57%
140709,SLOAN         ,ERIE,Western New York,58 ,0 ,58 ,58 ,0 ,58 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,85,68%
140801,CLARENCE      ,ERIE,Western New York,138 ,138 ,0 ,45 ,0 ,0 ,0 ,0 ,45 ,45 ,0 ,93 ,93 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,138 ,263,52%
141101,SPRINGVILLE-GR,ERIE,Western New York,63 ,50 ,13 ,63 ,0 ,13 ,13 ,0 ,50 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,50 ,92,68%
141201,EDEN          ,ERIE,Western New York,70 ,66 ,4 ,70 ,0 ,4 ,4 ,0 ,66 ,66 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,66 ,79,89%
141301,IROQUOIS      ,ERIE,Western New York,37 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,119,31%
141401,EVANS-BRANT   ,ERIE,Western New York,65 ,35 ,30 ,65 ,0 ,30 ,30 ,0 ,35 ,35 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,35 ,115,57%
141501,GRAND ISLAND  ,ERIE,Western New York,111 ,111 ,0 ,43 ,0 ,0 ,0 ,0 ,43 ,43 ,0 ,68 ,68 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,111 ,179,62%
141601,HAMBURG       ,ERIE,Western New York,152 ,18 ,134 ,152 ,0 ,134 ,134 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,134 ,18 ,211,72%
141604,FRONTIER      ,ERIE,Western New York,155 ,67 ,88 ,116 ,0 ,88 ,88 ,0 ,28 ,28 ,0 ,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,88 ,67 ,258,60%
141701,HOLLAND       ,ERIE,Western New York,42 ,42 ,0 ,42 ,0 ,0 ,0 ,0 ,42 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,42 ,44,95%
141800,LACKAWANNA    ,ERIE,Western New York,159 ,159 ,0 ,159 ,0 ,0 ,0 ,42 ,117 ,159 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,117 ,187,63%
141901,LANCASTER     ,ERIE,Western New York,183 ,146 ,37 ,82 ,0 ,37 ,37 ,0 ,45 ,45 ,0 ,101 ,101 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,146 ,307,60%
142101,AKRON         ,ERIE,Western New York,56 ,0 ,56 ,56 ,0 ,56 ,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,56 ,0 ,66,85%
142201,NORTH COLLINS ,ERIE,Western New York,28 ,0 ,28 ,28 ,0 ,28 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,28,100%
142301,ORCHARD PARK  ,ERIE,Western New York,227 ,191 ,36 ,108 ,0 ,36 ,36 ,0 ,72 ,72 ,0 ,119 ,119 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,191 ,323,70%
142500,TONAWANDA     ,ERIE,Western New York,75 ,0 ,75 ,75 ,0 ,75 ,75 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,75 ,0 ,102,74%
142601,KENMORE       ,ERIE,Western New York,376 ,310 ,66 ,163 ,0 ,66 ,66 ,0 ,97 ,97 ,0 ,213 ,213 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,66 ,310 ,476,79%
