Code,Name,County,PreK Region,Total Served by All Programs (unduplicated) 3s & 4s,Total Full Day Seats (unduplicated) 3s & 4s,Total Half Day Seats (unduplicated)  3s & 4s,Total UPK              (Half and Full Day),Half-Day UPK 3-Yr.-Olds,Half-Day UPK 4-Yr.-Olds,Total Half-Day UPK,Full-Day UPK 3-Yr.-Olds,Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,Total Conversions (other grants),Full-Day UPK 4-Yr.-Olds,Total Full-Day UPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,New Full-Day Seats,Total Seats Served by Federal SUFDPK,New Full-Day Seats,Conversion Seats,Total Seats Served by SUFDPK,Total TPK              (Half and Full Day),Half-Day TPK 3-Yr.-Olds,Half-Day TPK 4-Yr.-Olds,Total Half-Day TPK,Full-Day TPK 3-Yr.-Olds,Full-Day TPK 4-Yr.-Olds,Total Full-Day TPK,Students Served in Half Day Slots,Students Served in Full Day Slots,2021-22 PROXY FOR UNSERVED FOUR-YEAR-OLDS,Percentage Served         2021-22
142801,WEST SENECA   ,ERIE,Western New York,259 ,70 ,189 ,259 ,0 ,189 ,189 ,0 ,70 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,189 ,70 ,410,63%
150203,CROWN POINT   ,ESSEX,North Country,20 ,20 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,19,100%
150601,KEENE         ,ESSEX,North Country,2 ,0 ,2 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,5,40%
150801,MINERVA       ,ESSEX,North Country,3 ,0 ,3 ,3 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,2,100%
150901,MORIAH        ,ESSEX,North Country,33 ,33 ,0 ,33 ,0 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,34,97%
151001,NEWCOMB       ,ESSEX,North Country,2 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1,100%
151102,LAKE PLACID   ,ESSEX,North Country,29 ,29 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,29 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29 ,39,74%
151401,SCHROON LAKE  ,ESSEX,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0%
151501,TICONDEROGA   ,ESSEX,North Country,28 ,0 ,28 ,28 ,0 ,28 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,41,68%
151701,WILLSBORO     ,ESSEX,North Country,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,23,78%
151801,BOQUET VALLEY CSD,ESSEX,North Country,31 ,31 ,0 ,31 ,0 ,0 ,0 ,10 ,21 ,31 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21 ,19,100%
160101,TUPPER LAKE   ,FRANKLIN,North Country,41 ,41 ,0 ,41 ,0 ,0 ,0 ,0 ,41 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41 ,39,100%
160801,CHATEAUGAY    ,FRANKLIN,North Country,49 ,49 ,0 ,49 ,0 ,0 ,0 ,18 ,31 ,49 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31 ,37,84%
161201,SALMON RIVER  ,FRANKLIN,North Country,33 ,33 ,0 ,33 ,0 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33 ,76,43%
161401,SARANAC LAKE  ,FRANKLIN,North Country,26 ,26 ,0 ,26 ,0 ,0 ,0 ,0 ,26 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,55,47%
161501,MALONE        ,FRANKLIN,North Country,116 ,116 ,0 ,116 ,0 ,0 ,0 ,0 ,116 ,116 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,116 ,135,86%
161601,BRUSHTON MOIRA,FRANKLIN,North Country,49 ,49 ,0 ,34 ,0 ,0 ,0 ,1 ,33 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,48 ,47,100%
161801,ST REGIS FALLS,FRANKLIN,North Country,11 ,11 ,0 ,11 ,0 ,0 ,0 ,0 ,11 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,14,79%
170301,WHEELERVILLE  ,FULTON,Mohawk Valley,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0%
170500,GLOVERSVILLE  ,FULTON,Mohawk Valley,113 ,113 ,0 ,57 ,0 ,0 ,0 ,0 ,57 ,57 ,18 ,0 ,0 ,56 ,18 ,74 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,113 ,127,89%
170600,JOHNSTOWN     ,FULTON,Mohawk Valley,56 ,56 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,56 ,88,64%
170801,MAYFIELD      ,FULTON,Mohawk Valley,36 ,36 ,0 ,36 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,51,71%
170901,NORTHVILLE    ,FULTON,Mohawk Valley,16 ,16 ,0 ,10 ,0 ,0 ,0 ,0 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,20,50%
171102,BROADALBIN-PER,FULTON,Mohawk Valley,93 ,93 ,0 ,57 ,0 ,0 ,0 ,0 ,57 ,57 ,36 ,0 ,0 ,36 ,36 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,93 ,113,82%
180202,ALEXANDER     ,GENESEE,Finger Lakes,35 ,0 ,35 ,35 ,0 ,35 ,35 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,47,74%
180300,BATAVIA       ,GENESEE,Finger Lakes,117 ,102 ,15 ,97 ,0 ,15 ,15 ,0 ,82 ,82 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,82 ,146,66%
180701,BYRON BERGEN  ,GENESEE,Finger Lakes,38 ,11 ,27 ,38 ,0 ,27 ,27 ,0 ,11 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,27 ,11 ,40,95%
180901,ELBA          ,GENESEE,Finger Lakes,23 ,0 ,23 ,23 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,26,88%
181001,LE ROY        ,GENESEE,Finger Lakes,37 ,37 ,0 ,13 ,0 ,0 ,0 ,0 ,13 ,13 ,0 ,24 ,24 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,55,67%
181101,OAKFIELD ALABA,GENESEE,Finger Lakes,38 ,38 ,0 ,38 ,0 ,0 ,0 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38 ,39,97%
181201,PAVILION      ,GENESEE,Finger Lakes,36 ,36 ,0 ,36 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,33,100%
181302,PEMBROKE      ,GENESEE,Finger Lakes,54 ,54 ,0 ,54 ,0 ,0 ,0 ,0 ,54 ,54 ,54 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,54 ,54 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,54 ,58,93%
190301,CAIRO-DURHAM  ,GREENE,Capital District,50 ,18 ,32 ,32 ,0 ,32 ,32 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,18 ,57,88%
190401,CATSKILL      ,GREENE,Capital District,55 ,55 ,0 ,22 ,0 ,0 ,0 ,0 ,22 ,22 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55 ,90,61%
190501,COXSACKIE ATHE,GREENE,Capital District,55 ,55 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,22 ,0 ,0 ,0 ,33 ,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,55 ,67,82%
190701,GREENVILLE    ,GREENE,Capital District,37 ,37 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,80,46%
190901,HUNTER TANNERS,GREENE,Capital District,18 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,24,75%
191401,WINDHAM ASHLAN,GREENE,Capital District,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20,0%
200401,INDIAN LAKE   ,HAMILTON,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,0%
200601,LAKE PLEASANT ,HAMILTON,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0%
200701,LONG LAKE     ,HAMILTON,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0%
200901,WELLS         ,HAMILTON,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0%
210302,WEST CANADA VA,HERKIMER,Mohawk Valley,20 ,0 ,20 ,20 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,32,63%
210402,FRANKFORT-SCHU,HERKIMER,Mohawk Valley,32 ,0 ,32 ,32 ,0 ,32 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,0 ,49,65%
210601,HERKIMER      ,HERKIMER,Mohawk Valley,57 ,57 ,0 ,8 ,0 ,0 ,0 ,0 ,8 ,8 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,3 ,8 ,11 ,0 ,54 ,64,84%
210800,LITTLE FALLS  ,HERKIMER,Mohawk Valley,37 ,0 ,37 ,37 ,0 ,37 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,66,56%
211003,DOLGEVILLE    ,HERKIMER,Mohawk Valley,43 ,18 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,25 ,25 ,0 ,0 ,0 ,25 ,18 ,51,84%
211103,POLAND        ,HERKIMER,Mohawk Valley,19 ,0 ,19 ,19 ,0 ,19 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,31,61%
211701,VAN HORNSVILLE,HERKIMER,Mohawk Valley,15 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,3 ,12 ,15 ,0 ,12 ,12,100%
211901,TOWN OF WEBB  ,HERKIMER,Mohawk Valley,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10,0%
212001,MT MARKHAM CSD,HERKIMER,Mohawk Valley,49 ,46 ,3 ,49 ,0 ,3 ,3 ,0 ,46 ,46 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,46 ,58,84%
212101,CENTRAL VALLEY,HERKIMER,Mohawk Valley,114 ,102 ,12 ,102 ,0 ,0 ,0 ,0 ,102 ,102 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,11 ,1 ,12 ,0 ,0 ,0 ,1 ,102 ,116,89%
220101,S. JEFFERSON  ,JEFFERSON,North Country,83 ,0 ,83 ,83 ,0 ,83 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,0 ,97,86%
220202,ALEXANDRIA    ,JEFFERSON,North Country,18 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,21,86%
220301,INDIAN RIVER  ,JEFFERSON,North Country,205 ,69 ,136 ,205 ,0 ,136 ,136 ,1 ,68 ,69 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,136 ,68 ,342,60%
220401,GENERAL BROWN ,JEFFERSON,North Country,44 ,0 ,44 ,44 ,0 ,44 ,44 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,44 ,0 ,85,52%
220701,THOUSAND ISLAN,JEFFERSON,North Country,47 ,47 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,24 ,24 ,0 ,0 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,47 ,45,100%
220909,BELLEVILLE-HEN,JEFFERSON,North Country,27 ,0 ,27 ,27 ,0 ,27 ,27 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,28,96%
221001,SACKETS HARBOR,JEFFERSON,North Country,18 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,24,75%
221301,LYME          ,JEFFERSON,North Country,20 ,20 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,19,100%
221401,LA FARGEVILLE ,JEFFERSON,North Country,32 ,0 ,32 ,32 ,0 ,32 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,0 ,33,97%
222000,WATERTOWN     ,JEFFERSON,North Country,381 ,342 ,39 ,381 ,0 ,39 ,39 ,148 ,194 ,342 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,39 ,194 ,339,69%
222201,CARTHAGE      ,JEFFERSON,North Country,141 ,141 ,0 ,141 ,0 ,0 ,0 ,0 ,141 ,141 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,141 ,226,62%
230201,COPENHAGEN    ,LEWIS,North Country,61 ,38 ,23 ,61 ,22 ,1 ,23 ,0 ,38 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,38 ,28,100%
230301,HARRISVILLE   ,LEWIS,North Country,20 ,0 ,20 ,20 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,17,100%
230901,LOWVILLE      ,LEWIS,North Country,36 ,0 ,36 ,36 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,0 ,64,56%
231101,SOUTH LEWIS   ,LEWIS,North Country,58 ,0 ,58 ,58 ,0 ,58 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,70,83%
231301,BEAVER RIVER  ,LEWIS,North Country,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,38,0%
240101,AVON          ,LIVINGSTON,Finger Lakes,42 ,42 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,21 ,21 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,21 ,52,40%
240201,CALEDONIA MUMF,LIVINGSTON,Finger Lakes,41 ,0 ,41 ,41 ,0 ,41 ,41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,45,91%
240401,GENESEO       ,LIVINGSTON,Finger Lakes,18 ,18 ,0 ,18 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,39,46%
240801,LIVONIA       ,LIVINGSTON,Finger Lakes,58 ,40 ,18 ,58 ,0 ,18 ,18 ,0 ,40 ,40 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,40 ,73,79%
240901,MOUNT MORRIS,LIVINGSTON,Finger Lakes,15 ,15 ,0 ,15 ,0 ,0 ,0 ,0 ,15 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,29,52%
241001,DANSVILLE     ,LIVINGSTON,Finger Lakes,143 ,74 ,69 ,143 ,69 ,0 ,69 ,1 ,73 ,74 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,73 ,70,100%
241101,DALTON-NUNDA  ,LIVINGSTON,Finger Lakes,19 ,19 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,17,100%
241701,YORK          ,LIVINGSTON,Finger Lakes,32 ,32 ,0 ,32 ,0 ,0 ,0 ,0 ,32 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,33,97%
250109,BROOKFIELD    ,MADISON,Central New York,11 ,0 ,11 ,11 ,0 ,11 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,12,92%
250201,CAZENOVIA     ,MADISON,Central New York,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,78,23%
250301,DE RUYTER     ,MADISON,Central New York,20 ,20 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,22,91%
250401,MORRISVILLE EA,MADISON,Central New York,52 ,0 ,52 ,34 ,0 ,34 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,18 ,0 ,18 ,0 ,0 ,0 ,34 ,0 ,30,100%
250701,HAMILTON      ,MADISON,Central New York,23 ,0 ,23 ,23 ,0 ,23 ,23 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,34,68%
250901,CANASTOTA     ,MADISON,Central New York,81 ,63 ,18 ,8 ,0 ,0 ,0 ,0 ,8 ,8 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,18 ,18 ,4 ,15 ,19 ,18 ,59 ,79,97%
251101,MADISON       ,MADISON,Central New York,32 ,32 ,0 ,21 ,0 ,0 ,0 ,0 ,21 ,21 ,19 ,0 ,0 ,11 ,19 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,32 ,23,100%
251400,ONEIDA CITY   ,MADISON,Central New York,84 ,0 ,84 ,84 ,1 ,83 ,84 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,0 ,99,84%
251501,STOCKBRIDGE VA,MADISON,Central New York,46 ,14 ,32 ,16 ,0 ,16 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,16 ,16 ,5 ,9 ,14 ,32 ,9 ,23,100%
251601,CHITTENANGO   ,MADISON,Central New York,109 ,93 ,16 ,54 ,0 ,0 ,0 ,0 ,54 ,54 ,0 ,39 ,39 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,16 ,0 ,16 ,0 ,0 ,0 ,0 ,93 ,112,83%
260101,BRIGHTON      ,MONROE,Finger Lakes,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,283,0%
260401,GATES CHILI   ,MONROE,Finger Lakes,126 ,126 ,0 ,22 ,0 ,0 ,0 ,0 ,22 ,22 ,0 ,0 ,0 ,104 ,0 ,104 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,126 ,239,53%
260501,GREECE        ,MONROE,Finger Lakes,370 ,56 ,314 ,334 ,0 ,314 ,314 ,0 ,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,36 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,314 ,56 ,602,61%
